GENOME	LOC	LABEL	N	DIR	RBS1	RBS2	MOTIF	A0	A1	LF50R3	HK50R3	LF100R3	HK100R3	PRED	METHOD
NC_003092	3307	1	243	1	0	0.0	8	0.02025	0.02137	-0.5	-0.36004	-0.6449	-0.38592	0	Atkins
NC_003092	3268	1	282	1	0	0.0	9	0.01577	0.0264	-0.16842	-0.12684	-0.4619	-0.29286	0	Atkins
NC_003092	3199	1	351	1	0	0.0	9	0.0075	0.01689	-0.1625	-0.17496	-0.33061	-0.20898	0	Atkins
NC_003092	3037	1	513	1	16	3.7	8	0.01197	0.02562	-0.52083	-0.32333	-0.43125	-0.30271	0	Atkins
NC_003092	2887	1	663	1	0	0.0	9	0.00727	0.033	-0.14839	-0.10161	-0.34259	-0.21759	0	Atkins
NC_003092	11308	0	21	1	13	3.1	9	0.00492	0.00548	-0.23182	-0.25586	-0.50943	-0.37151	0	Atkins
NC_003092	11206	0	123	1	0	0.0	9	0.0075	0.01689	-0.40435	-0.25391	-0.45106	-0.2834	0	Atkins
NC_003092	11188	0	141	1	0	0.0	9	0.02137	0.02383	-0.24762	-0.16281	-0.36087	-0.24957	0	Atkins
NC_003092	11104	0	225	1	0	0.0	9	0.01969	0.0207	-0.34783	-0.21965	-0.50625	-0.37525	0	Atkins
NC_003092	11098	0	231	1	0	0.0	9	0.01197	0.01577	-0.44348	-0.28	-0.50625	-0.35383	0	Atkins
NC_003092	11089	0	240	1	13	2.7	9	0.01947	0.01969	-0.325	-0.14954	-0.49783	-0.30587	0	Atkins
NC_003092	12020	0	78	-1	0	0.0	6	0.02148	0.00783	-0.276	-0.22564	-0.36591	-0.22591	0	Atkins
NC_003092	12792	0	3	1	0	0.0	9	0.00089	0.01712	-0.54667	-0.35707	-0.59636	-0.41835	0	Atkins
NC_003092	12759	0	36	1	0	0.0	9	0.01063	0.01376	-0.38696	-0.24	-0.58431	-0.3799	0	Atkins
NC_003092	12675	0	120	1	0	0.0	8	0.01298	0.0207	-0.22174	-0.13478	-0.40417	-0.26229	0	Atkins
NC_003092	13611	0	15	-1	0	0.0	7	0.02383	0.02148	-0.22	-0.207	-0.35435	-0.27587	0	Atkins
NC_003092	13593	0	33	-1	0	0.0	0	0.02137	0.00917	-0.42609	-0.30217	-0.35652	-0.31472	0	Atkins
NC_003092	13590	0	36	-1	0	0.0	7	0.01969	0.01969	-0.392	-0.278	-0.42979	-0.30802	0	Atkins
NC_003092	13467	0	159	-1	0	0.0	5	0.02137	0.02025	-0.312	-0.22412	-0.404	-0.3477	0	Atkins
NC_003092	15315	0	3	1	0	0.0	9	0.00089	0.01712	-0.42857	-0.32243	-0.43818	-0.31258	0	Atkins
NC_003323	2487	1	18	-1	0	0.0	5	0.01265	0.01022	-0.92903	-0.62323	-0.63878	-0.49055	0	Atkins
NC_003369	1280	1	3	-1	0	0.0	3	0.00286	0.01063	-0.404	-0.2972	-0.6434	-0.42204	0	Atkins
NC_003369	3535	0	129	1	1	0.0	8	0.01145	0.02618	-0.31481	-0.20259	-0.376	-0.29108	0	Atkins
NC_003369	3067	0	597	1	1	0.0	8	0.01718	0.03354	-0.3381	-0.25024	-0.4625	-0.27125	0	Atkins
NC_003369	3004	0	660	1	0	0.0	9	0.01063	0.02413	-0.28889	-0.28378	-0.4	-0.29281	0	Atkins
NC_003491	2004	1	120	-1	13	0.0	7	0.01617	0.01811	-0.29615	-0.22319	-0.54643	-0.35748	0	Atkins
NC_003491	1974	1	150	-1	16	4.2	5	0.01681	0.02231	-0.14762	-0.14429	-0.658	-0.4386	0	Atkins
NC_003491	1932	1	192	-1	13	0.0	7	0.01358	0.0194	-0.51429	-0.29861	-0.498	-0.294	0	Atkins
NC_003491	1629	1	495	-1	15	3.9	6	0.01099	0.01358	-0.44667	-0.27667	-0.51698	-0.33132	0	Atkins
NC_003491	1554	1	570	-1	0	0.0	2	0.01972	0.01067	-0.42353	-0.34474	-0.43968	-0.35033	0	Atkins
NC_003491	4084	0	69	1	0	0.0	9	0.00808	0.01972	-0.54167	-0.31479	-0.66889	-0.42044	0	Atkins
NC_003491	4057	0	96	1	0	0.0	9	0.01002	0.01455	-0.44138	-0.29241	-0.48824	-0.34247	0	Atkins
NC_003491	4012	0	141	1	0	0.0	9	0.01002	0.0139	-0.308	-0.305	-0.4	-0.30387	0	Atkins
NC_003491	4009	0	144	1	0	0.0	9	0.02134	0.02231	-0.25	-0.18625	-0.39259	-0.29824	0	Atkins
NC_003491	3958	0	195	1	16	3.8	8	0.01455	0.02231	-0.5	-0.36568	-0.46154	-0.33462	0	Atkins
NC_003491	3928	0	225	1	0	0.0	8	0.01843	0.01972	-0.22963	-0.19926	-0.34898	-0.25837	0	Atkins
NC_003491	3763	0	390	1	9	0.0	9	0.00873	0.01811	-0.26522	-0.14522	-0.51132	-0.35842	0	Atkins
NC_003555	2938	1	87	-1	0	0.0	5	0.01063	0.02622	-0.26842	-0.18	-0.3725	-0.235	0	Atkins
NC_003555	2839	1	186	-1	0	0.0	1	0.01063	0.02126	-0.43333	-0.2685	-0.44043	-0.31487	0	Atkins
NC_003603	865	1	3	-1	2	2.6	1	0.00117	0.00411	-0.43462	-0.29308	-0.65536	-0.40982	-1	Atkins
NC_003603	3283	0	111	1	9	0.0	8	0.01585	0.02936	-0.6	-0.37897	-0.67377	-0.41344	0	Atkins
NC_003603	3247	0	147	1	0	0.0	9	0.00998	0.02936	-0.43	-0.23443	-0.59508	-0.35639	0	Atkins
NC_003603	3088	0	306	1	2	0.0	9	0.01409	0.0182	-0.3125	-0.22667	-0.56346	-0.3205	0	Atkins
NC_003603	3052	0	342	1	1	0.0	9	0.00998	0.0276	-0.42308	-0.31577	-0.49038	-0.33154	0	Atkins
NC_003603	2980	0	414	1	0	0.0	9	0.01292	0.01762	-0.51852	-0.398	-0.63455	-0.444	0	Atkins
NC_003603	2965	0	429	1	0	0.0	9	0.01292	0.02525	-0.42581	-0.29568	-0.55574	-0.38656	0	Atkins
NC_003603	2917	0	477	1	0	0.0	9	0.0182	0.0276	-0.61071	-0.41	-0.52241	-0.35397	0	Atkins
NC_003603	2791	0	603	1	20	4.2	9	0.00646	0.01468	-0.62121	-0.38242	-0.54098	-0.37115	0	Atkins
NC_003603	2734	0	660	1	0	0.0	8	0.02114	0.03817	-0.71667	-0.45767	-0.74746	-0.46271	0	Atkins
NC_003603	2719	0	675	1	0	0.0	8	0.01762	0.0276	-0.45806	-0.3729	-0.70833	-0.43817	0	Atkins
NC_003629	2444	1	102	-1	0	0.0	1	0.02538	0.0197	-0.49394	-0.31942	-0.57759	-0.37021	0	Atkins
NC_003629	2441	1	105	-1	0	0.0	0	0.03606	0.01536	-0.47187	-0.32941	-0.60847	-0.41108	0	Atkins
NC_003629	2207	1	339	-1	27	5.4	5	0.01536	0.02371	-0.01923	-0.03346	-0.36863	-0.28745	0	Atkins
NC_003629	2090	1	456	-1	0	0.0	1	0.00935	0.01669	-0.31935	-0.27919	-0.4569	-0.34224	0	Atkins
NC_003629	2033	1	513	-1	0	0.0	1	0.0197	0.01135	-0.32857	-0.24668	-0.39138	-0.29029	0	Atkins
NC_003736	2806	1	21	1	0	0.0	9	0.02128	0.02177	-0.24286	-0.12952	-0.26667	-0.26179	0	Atkins
NC_003736	2680	1	147	1	0	0.0	9	0.01484	0.03662	-0.28182	-0.18091	-0.44773	-0.27705	0	Atkins
NC_003736	2674	1	153	1	2	0.0	9	0.02029	0.04305	-0.265	-0.1869	-0.45814	-0.29344	0	Atkins
NC_003736	2662	1	165	1	1	0.0	9	0.01138	0.02276	-0.28947	-0.14789	-0.49756	-0.31173	0	Atkins
NC_003736	2548	1	279	1	0	0.0	9	0.00693	0.01435	-0.35455	-0.21227	-0.44524	-0.28381	0	Atkins
NC_003736	2491	1	336	1	0	0.0	9	0.02326	0.048	-0.43684	-0.25737	-0.45854	-0.31337	0	Atkins
NC_003736	2422	1	405	1	0	0.0	9	0.01039	0.02375	-0.025	-0.013	-0.36316	-0.21947	0	Atkins
NC_003736	2398	0	429	1	0	0.0	9	0.01484	0.02375	-0.3619	-0.18	-0.34359	-0.18282	0	Atkins
NC_003736	2350	0	477	1	0	0.0	9	0.00594	0.01435	-0.11	-0.1695	-0.23333	-0.24543	0	Atkins
NC_003745	1962	1	108	-1	5	0.0	1	0.01106	0.01274	-0.56667	-0.42811	-0.54038	-0.37863	0	Atkins
NC_003745	1962	0	108	-1	5	0.0	1	0.01106	0.01274	-0.56667	-0.42811	-0.54038	-0.37863	0	Atkins
NC_003756	829	1	3	-1	1	0.0	7	0.00105	0.01781	-0.38519	-0.28222	-0.64528	-0.43679	0	Atkins
NC_003756	829	0	3	-1	1	0.0	7	0.00105	0.01781	-0.38519	-0.28222	-0.64528	-0.43679	0	Atkins
NC_003780	8152	1	6	-1	13	4.4	1	0.01175	0.01584	-0.74583	-0.47042	-0.62973	-0.4127	-1	Atkins
NC_003873	2381	1	42	-1	0	0.0	1	0.0086	0.01358	-0.33333	-0.25337	-0.49516	-0.30677	0	Atkins
NC_004034	2448	1	36	-1	0	0.0	1	0.0271	0.00542	-0.29667	-0.20077	-0.38148	-0.25113	0	Atkins
NC_004123	6039	0	12	1	22	6.2	9	0.00296	0.02207	-0.44762	-0.21762	-0.55106	-0.35362	0	Atkins
NC_004177	2552	1	66	-1	0	0.0	1	0.01654	0.01034	-0.29565	-0.17652	-0.32051	-0.22744	0	Atkins
NC_004177	2102	1	516	-1	16	4.6	2	0.0155	0.01809	-0.33333	-0.30654	-0.41111	-0.27393	0	Atkins
NC_004177	2099	1	519	-1	13	1.4	7	0.01292	0.01912	-0.2	-0.24361	-0.41111	-0.27609	0	Atkins
NC_004667	6858	1	12	1	0	0.0	9	0.00389	0.02517	-0.38333	-0.265	-0.48298	-0.32445	0	Atkins
NC_004718	13396	1	15	-1	0	0.0	1	0.0027	0.00062	-0.58966	-0.45531	-0.63061	-0.44347	-1	Atkins
NC_004718	25964	0	126	1	0	0.0	9	0.01937	0.02836	-0.39565	-0.2287	-0.68667	-0.44533	0	Atkins
NC_004718	25859	0	231	1	6	2.0	9	0.01971	0.03023	-0.21429	-0.21557	-0.32703	-0.28943	0	Atkins
NC_004718	25808	0	282	1	0	0.0	9	0.02525	0.02732	-0.75238	-0.44571	-0.64048	-0.37333	0	Atkins
NC_004718	25802	0	288	1	0	0.0	9	0.01384	0.01882	-0.76667	-0.44571	-0.71951	-0.40707	0	Atkins
NC_004718	25667	0	423	1	13	0.0	9	0.0047	0.01688	-0.295	-0.211	-0.41351	-0.29757	0	Atkins
NC_004718	28104	0	12	1	0	0.0	9	0.0027	0.02525	-0.155	-0.1055	-0.47143	-0.26119	0	Atkins
NC_004718	28421	0	3	1	14	3.3	9	0.00021	0.02525	-0.364	-0.282	-0.45686	-0.33629	0	Atkins
NC_004718	28223	0	201	1	24	5.6	9	0.02131	0.02732	-0.26296	-0.25811	-0.28868	-0.24566	0	Atkins
NC_004750	1156	1	3	-1	0	0.0	1	0.00245	0.00531	-0.64483	-0.42445	-0.71167	-0.4875	-1	Atkins
NC_004750	3261	0	99	1	0	0.0	9	0.0094	0.01267	-0.02083	-0.03042	-0.55319	-0.38036	0	Atkins
NC_004750	3129	0	231	1	0	0.0	9	0.01676	0.0188	-0.28095	-0.17905	-0.46087	-0.2957	0	Atkins
NC_004750	3006	0	354	1	13	3.4	9	0.02248	0.02861	-0.43	-0.3126	-0.47447	-0.32106	0	Atkins
NC_004756	2040	1	15	-1	14	0.0	7	0.01639	0.02525	-0.57586	-0.41793	-0.57895	-0.52004	-1	Atkins
NC_004756	1905	1	150	-1	9	2.2	5	0.01311	0.02426	-0.28333	-0.2025	-0.55185	-0.36019	0	Atkins
NC_004756	1893	1	162	-1	13	2.5	1	0.02918	0.02721	-0.23333	-0.14667	-0.45357	-0.3175	0	Atkins
NC_004756	1845	1	210	-1	9	0.0	7	0.0177	0.00852	-0.53462	-0.355	-0.42885	-0.31177	0	Atkins
NC_004756	1479	1	576	-1	13	0.0	1	0.01574	0.00951	-0.2375	-0.24256	-0.45167	-0.29517	0	Atkins
NC_004756	3991	0	96	1	1	0.0	9	0.00787	0.0177	-0.47037	-0.35852	-0.534	-0.3186	0	Atkins
NC_004756	3946	0	141	1	13	2.2	9	0.01344	0.01902	-0.29615	-0.26154	-0.45094	-0.31094	0	Atkins
NC_004756	3943	0	144	1	13	0.0	9	0.01607	0.02426	-0.41852	-0.30444	-0.47636	-0.32545	0	Atkins
NC_004756	3892	0	195	1	0	0.0	8	0.01049	0.01902	-0.37419	-0.26548	-0.53793	-0.36534	0	Atkins
NC_004756	3862	0	225	1	0	0.0	8	0.01836	0.02	-0.23333	-0.16593	-0.33962	-0.22821	0	Atkins
NC_004756	3847	0	240	1	2	0.0	9	0.0177	0.01902	-0.43462	-0.27615	-0.42679	-0.30589	0	Atkins
NC_004756	3733	0	354	1	13	3.0	8	0.0177	0.01902	-0.28966	-0.18897	-0.50962	-0.31154	0	Atkins
NC_004756	3697	0	390	1	21	2.7	9	0.01016	0.01639	-0.36087	-0.22739	-0.55	-0.3785	0	Atkins
NC_004756	3628	0	459	1	0	0.0	9	0.01344	0.01902	-0.25	-0.17571	-0.40385	-0.25462	0	Atkins
NC_005064	4101	1	102	-1	2	2.2	1	0.01002	0.00939	-0.528	-0.276	-0.48478	-0.30304	0	Atkins
NC_005064	3696	1	507	-1	2	0.0	5	0.02379	0.03506	-0.52593	-0.39185	-0.57547	-0.43943	0	Atkins
NC_005064	3534	1	669	-1	3	1.6	1	0.01315	0.01002	-0.23077	-0.15692	-0.466	-0.3716	0	Atkins
NC_007160	2715	1	48	1	0	0.0	8	0.00457	0.01168	-0.24091	-0.35805	-0.365	-0.2906	0	Atkins
NC_007160	2508	1	255	1	0	0.0	9	0.00813	0.00965	-0.47778	-0.30611	-0.42368	-0.29203	0	Atkins
NC_007160	2505	1	258	1	0	0.0	8	0.05536	0.05587	-0.40556	-0.24944	-0.42368	-0.31047	0	Atkins
NC_007447	14188	1	6	-1	0	1.9	1	0.00572	0.00616	-0.67308	-0.49212	-0.80889	-0.58344	-1	Atkins
NC_007605	47515	0	96	-1	14	2.6	0	0.01556	0.01823	-0.63	-0.42233	-0.57869	-0.40344	0	Atkins
NC_007605	47512	0	99	-1	16	4.3	7	0.01627	0.02544	-0.57419	-0.38097	-0.58033	-0.40574	0	Atkins
NC_007605	49269	0	24	1	23	3.6	8	0.01981	0.0207	-0.07273	-0.15464	-0.46977	-0.31523	0	Atkins
NC_007605	59270	0	24	1	13	0.0	8	0.01625	0.0483	-0.46176	-0.3045	-0.57941	-0.38897	0	Atkins
NC_007605	68808	0	15	1	5	2.8	9	0.0174	0.02783	-0.35172	-0.26069	-0.46667	-0.35017	0	Atkins
NC_007605	77396	0	327	-1	13	3.4	0	0.00817	0.00999	-0.38529	-0.28235	-0.48361	-0.32738	0	Atkins
NC_007605	77366	0	357	-1	0	0.0	3	0.01549	0.03591	-0.20333	-0.17467	-0.37667	-0.27117	0	Atkins
NC_007605	77363	0	360	-1	0	0.0	5	0.02544	0.02544	-0.2	-0.20621	-0.38871	-0.28597	0	Atkins
NC_007605	103650	0	105	1	13	0.0	8	0.01627	0.03591	-0.42727	-0.27152	-0.56825	-0.36173	0	Atkins
NC_007605	110063	0	24	1	0	0.0	9	0.0116	0.02029	-0.30667	-0.19267	-0.52295	-0.32443	0	Atkins
NC_007605	111387	0	18	1	13	1.0	8	0.01564	0.02068	-0.47727	-0.40709	-0.53191	-0.38453	0	Atkins
NC_007605	111354	0	51	1	13	1.8	9	0.00889	0.01564	-0.41111	-0.32096	-0.62041	-0.44963	0	Atkins
NC_007605	114652	0	72	1	14	2.5	9	0.02572	0.0483	-0.275	-0.23357	-0.4614	-0.35433	0	Atkins
NC_007605	114622	0	102	1	13	0.0	8	0.00997	0.01182	-0.56429	-0.42607	-0.56491	-0.38263	0	Atkins
NC_007605	127400	0	27	1	0	0.0	9	0.01671	0.01981	-0.36452	-0.29345	-0.42742	-0.25903	0	Atkins
NC_007605	127352	0	75	1	0	0.0	9	0.00737	0.03591	-0.2	-0.16414	-0.36066	-0.30638	0	Atkins
NC_007605	133312	0	3	1	13	2.9	9	0.00059	0.01549	-0.47143	-0.318	-0.59394	-0.38714	0	Atkins
NC_007605	133231	0	84	1	0	0.0	8	0.00737	0.01564	-0.71944	-0.43361	-0.63433	-0.40981	0	Atkins
NC_007605	133183	0	132	1	13	3.1	8	0.00737	0.01564	-0.25312	-0.17594	-0.56087	-0.34507	0	Atkins
NC_007605	133156	0	159	1	0	0.0	8	0.01625	0.0483	-0.38824	-0.2945	-0.54348	-0.35696	0	Atkins
NC_007605	150364	0	72	-1	0	0.0	0	0.00843	0.02824	-0.46176	-0.335	-0.48507	-0.35015	0	Atkins
NC_007605	150361	0	75	-1	0	0.0	7	0.01766	0.04006	-0.37879	-0.27485	-0.49242	-0.355	0	Atkins
NC_007605	150343	0	93	-1	13	3.4	4	0.01625	0.01766	-0.21842	-0.16711	-0.37083	-0.26778	0	Atkins
NC_007605	168728	1	21	1	0	0.0	9	0.01293	0.0131	-0.31	-0.169	-0.3475	-0.24042	0	Atkins
NC_007605	168596	0	153	1	0	0.0	9	0.01043	0.01749	-0.0	-0.0	-0.16415	-0.11623	0	Atkins
NC_007915	5450	1	144	-1	0	0.0	1	0.02911	0.02357	-0.28929	-0.19932	-0.48776	-0.34939	0	Atkins
NC_008041	1038	1	3	-1	6	2.3	4	0.00362	0.00845	-0.488	-0.342	-0.41429	-0.34163	0	Atkins
NC_008249	2059	1	132	-1	0	0.0	3	0.01581	0.01984	-0.5619	-0.3919	-0.598	-0.4082	0	Atkins
NC_008249	2044	1	147	-1	16	3.8	1	0.02543	0.04217	-0.14762	-0.10762	-0.58298	-0.40472	0	Atkins
NC_008249	1786	1	405	-1	19	3.2	4	0.01829	0.01922	-0.65185	-0.4663	-0.62708	-0.41042	0	Atkins
NC_008249	1762	1	429	-1	0	0.0	2	0.02512	0.00434	-0.3	-0.19538	-0.48958	-0.38942	0	Atkins
NC_008249	1732	1	459	-1	19	3.1	1	0.01364	0.00434	-0.29259	-0.27693	-0.33704	-0.30917	0	Atkins
NC_008249	4260	0	3	1	0	0.0	9	0.00186	0.01457	-0.12903	-0.07226	-0.27273	-0.17455	0	Atkins
NC_008249	4191	0	72	1	15	4.1	9	0.02512	0.04217	-0.6069	-0.40241	-0.44727	-0.29182	0	Atkins
NC_008249	4122	0	141	1	13	0.0	9	0.01054	0.01581	-0.41923	-0.305	-0.52353	-0.35059	0	Atkins
NC_008249	4092	0	171	1	0	0.0	9	0.02512	0.04217	-0.36364	-0.22318	-0.42444	-0.29796	0	Atkins
NC_008249	4074	0	189	1	0	0.0	9	0.01581	0.01705	-0.07368	-0.08053	-0.40682	-0.30473	0	Atkins
NC_008249	4050	0	213	1	13	0.0	8	0.01085	0.01333	-0.19048	-0.18762	-0.38182	-0.29995	0	Atkins
NC_008249	3909	0	354	1	12	2.6	9	0.00651	0.01116	-0.44615	-0.28035	-0.52128	-0.36043	0	Atkins
NC_008516	14553	1	18	-1	9	0.0	1	0.00649	0.01282	-0.825	-0.53667	-0.65476	-0.48331	-1	Atkins
NC_008516	14535	0	36	-1	0	0.0	6	0.00794	0.08784	-0.72692	-0.42923	-0.68696	-0.46491	0	Atkins
NC_008604	3526	1	765	-1	13	0.0	7	0.02754	0.01222	-0.62593	-0.40926	-0.56604	-0.35377	0	Atkins
NC_008719	3731	1	21	-1	0	0.0	6	0.01559	0.01751	-0.61429	-0.44511	-0.454	-0.33246	0	Atkins
NC_009890	2365	1	51	-1	24	4.3	1	0.00486	0.01297	-0.39615	-0.2915	-0.53148	-0.35074	-1	Atkins
NC_010178	8216	0	66	1	0	0.0	9	0.01441	0.03976	-0.21304	-0.16817	-0.54889	-0.36127	0	Atkins
NC_010306	12219	1	30	-1	16	2.4	1	0.01681	0.02163	-0.09524	-0.14048	-0.42826	-0.31889	0	Atkins
NC_010711	2536	1	39	1	0	0.0	9	0.02131	0.02173	-0.3	-0.26926	-0.55227	-0.41891	0	Atkins
NC_010711	2455	1	120	1	13	0.0	9	0.01922	0.03468	-0.37857	-0.23954	-0.44821	-0.29875	0	Atkins
NC_010711	2407	1	168	1	0	0.0	9	0.02173	0.02298	-0.24	-0.16788	-0.47778	-0.35296	0	Atkins
NC_010711	2377	1	198	1	0	0.0	9	0.01128	0.02173	-0.312	-0.2088	-0.4549	-0.4199	0	Atkins
NC_010711	2359	1	216	1	0	0.0	9	0.00961	0.02424	-0.16786	-0.14461	-0.25849	-0.28613	0	Atkins
NC_010711	2323	1	252	1	0	0.0	9	0.01128	0.02173	-0.40625	-0.27156	-0.37719	-0.2493	0	Atkins
NC_010711	2194	1	381	1	0	0.0	9	0.00752	0.00878	-0.38333	-0.25533	-0.42642	-0.25792	0	Atkins
NC_010711	1999	1	576	1	0	0.0	9	0.01546	0.02215	-0.44074	-0.37752	-0.41255	-0.29329	0	Atkins
NC_010711	1906	1	669	1	24	4.7	9	0.01003	0.02173	-0.33333	-0.30367	-0.53673	-0.34373	0	Atkins
NC_010711	1888	1	687	1	13	1.7	9	0.01003	0.02089	-0.41739	-0.29617	-0.45417	-0.31798	0	Atkins
NC_010711	1825	1	750	1	13	0.0	9	0.01003	0.02257	-0.27037	-0.22222	-0.42642	-0.33849	0	Atkins
NC_010711	1762	1	813	1	0	0.0	9	0.01003	0.02173	-0.31429	-0.25857	-0.36607	-0.27982	0	Atkins
NC_010711	1615	1	960	1	0	0.0	9	0.0188	0.02173	-0.26897	-0.18828	-0.26735	-0.18369	0	Atkins
NC_011064	1038	1	3	-1	0	0.0	1	0.00243	0.01092	-0.46923	-0.32885	-0.37727	-0.2675	0	Atkins
NC_011543	871	0	3	1	0	0.0	8	0.00125	0.01751	-0.17727	-0.13573	-0.58372	-0.39212	0	Atkins
NC_011543	856	0	18	1	13	0.0	9	0.02793	0.02835	-0.38095	-0.31738	-0.59	-0.4115	0	Atkins
NC_011543	745	0	129	1	0	0.0	9	0.01417	0.01876	-0.51304	-0.32735	-0.43556	-0.32667	0	Atkins
NC_011543	556	0	318	1	0	0.0	8	0.00834	0.01292	-0.42727	-0.29682	-0.59149	-0.39426	0	Atkins
NC_011543	514	0	360	1	0	0.0	9	0.01667	0.02876	-0.25652	-0.18087	-0.34043	-0.25723	0	Atkins
NC_011543	466	0	408	1	0	0.0	9	0.02084	0.02209	-0.22083	-0.16629	-0.46875	-0.33485	0	Atkins
NC_011543	418	0	456	1	16	3.8	9	0.01251	0.01626	-0.37143	-0.23489	-0.49615	-0.32462	0	Atkins
NC_011543	358	0	516	1	13	2.7	9	0.01167	0.01292	-0.38261	-0.19652	-0.49231	-0.31808	0	Atkins
NC_011543	2156	1	87	-1	13	0.0	3	0.01876	0.01417	-0.48929	-0.29321	-0.53455	-0.35255	0	Atkins
NC_011543	1973	1	270	-1	0	0.0	2	0.01959	0.01876	-0.34762	-0.3219	-0.35102	-0.26327	0	Atkins
NC_011543	1925	1	318	-1	0	0.0	5	0.01459	0.01417	-0.79524	-0.49619	-0.57442	-0.40744	0	Atkins
NC_011543	1916	1	327	-1	0	0.0	2	0.01876	0.01251	-0.275	-0.166	-0.60714	-0.42786	0	Atkins
NC_011543	1913	1	330	-1	0	0.0	7	0.01417	0.01376	-0.18571	-0.15095	-0.54286	-0.39476	0	Atkins
NC_011543	1886	1	357	-1	6	3.6	1	0.03335	0.00792	-0.54615	-0.36231	-0.69565	-0.43065	0	Atkins
NC_011543	1883	1	360	-1	13	3.4	1	0.01376	0.03501	-0.54615	-0.36231	-0.69565	-0.43065	0	Atkins
NC_011543	1859	0	384	-1	19	5.2	6	0.02376	0.01292	-0.32083	-0.23167	-0.45435	-0.31543	0	Atkins
NC_011543	1856	0	387	-1	16	2.4	3	0.00625	0.01459	-0.308	-0.2224	-0.44468	-0.30872	0	Atkins
NC_011591	1104	1	165	1	13	2.4	8	0.02193	0.06445	-0.40667	-0.32133	-0.46724	-0.31948	0	Atkins
NC_011591	1089	1	180	1	0	0.0	8	0.02193	0.06445	-0.48667	-0.31567	-0.53333	-0.36579	0	Atkins
NC_012531	7829	1	3	-1	0	0.0	1	0.00033	0.00066	-0.64483	-0.3769	-0.66786	-0.41554	-1	Atkins
NC_013462	5354	1	3	-1	13	0.0	0	0.00054	0.00834	-0.38636	-0.22732	-0.638	-0.426	0	Atkins
NC_013999	6760	1	6	-1	13	0.0	1	0.0306	0.00425	-0.54091	-0.39455	-0.47778	-0.33904	0	Atkins
NC_014359	3870	1	6	-1	14	0.0	1	0.01387	0.01054	-0.26452	-0.26371	-0.49286	-0.32323	0	Atkins
NC_014359	3867	1	9	-1	0	0.0	1	0.0222	0.03607	-0.27333	-0.2725	-0.48909	-0.31927	0	Atkins
NC_014359	3729	0	147	-1	0	0.0	4	0.02192	0.02164	-0.67714	-0.40971	-0.6913	-0.45391	0	Atkins
NC_014359	3630	0	246	-1	0	0.0	6	0.02081	0.01609	-0.52647	-0.33588	-0.66667	-0.42217	0	Atkins
NC_014359	3615	0	261	-1	0	2.5	4	0.02164	0.01526	-0.60606	-0.36242	-0.59516	-0.4104	0	Atkins
NC_014360	4039	1	3	-1	14	1.8	1	0.00082	0.00766	-0.35758	-0.26091	-0.61639	-0.38049	-1	Atkins
NC_014481	1232	1	75	1	0	0.0	9	0.01034	0.05365	-0.28966	-0.17276	-0.54167	-0.31767	0	Atkins
NC_014481	1184	1	123	1	13	3.1	9	0.01681	0.01745	-0.35556	-0.2137	-0.46607	-0.31664	0	Atkins
NC_014481	992	0	315	1	19	3.1	9	0.01681	0.01745	-0.38889	-0.32144	-0.46667	-0.33539	0	Atkins
NC_014481	953	0	354	1	13	3.4	9	0.01422	0.01681	-0.51034	-0.30959	-0.52364	-0.33927	0	Atkins
NC_014481	932	0	375	1	2	0.0	9	0.01422	0.01487	-0.236	-0.20104	-0.60577	-0.37596	0	Atkins
NC_014481	716	0	591	1	15	4.7	9	0.01034	0.01422	-0.31	-0.277	-0.53115	-0.32656	0	Atkins
NC_014593	959	0	333	1	12	2.9	9	0.00669	0.02074	-0.50769	-0.32354	-0.47407	-0.29056	0	Atkins
NC_014609	4762	1	150	-1	13	0.0	0	0.02277	0.01035	-0.47308	-0.27	-0.48269	-0.30606	0	Atkins
NC_015070	1250	1	3	-1	0	0.0	4	0.00164	0.00902	-0.50385	-0.31423	-0.49057	-0.27828	0	Atkins
NC_015639	3019	1	9	-1	0	0.0	0	0.01968	0.02073	-0.15455	-0.24141	-0.18974	-0.21649	0	Atkins
NC_015668	7839	1	21	-1	0	0.0	7	0.03002	0.01671	-0.4375	-0.28042	-0.42727	-0.27216	0	Atkins
NC_015668	7833	1	27	-1	0	0.0	1	0.03101	0.00792	-0.47727	-0.30591	-0.38537	-0.26073	0	Atkins
NC_015668	18808	0	60	1	0	0.0	8	0.02331	0.0298	-0.33448	-0.2131	-0.49565	-0.30196	0	Atkins
NC_015668	18790	0	78	1	0	0.0	9	0.03002	0.042	-0.2	-0.1163	-0.33617	-0.22106	0	Atkins
NC_015668	18622	0	246	1	0	0.0	9	0.01253	0.01825	-0.11364	-0.13182	-0.37826	-0.25783	0	Atkins
NC_016991	11347	1	6	-1	2	1.4	1	0.01368	0.00292	-0.74	-0.5556	-0.63333	-0.486	-1	Atkins
NC_016991	22910	0	6	-1	0	0.0	5	0.00807	0.01883	-0.4	-0.27839	-0.68158	-0.46395	0	Atkins
NC_016991	23137	0	21	1	0	0.0	9	0.01941	0.02503	-0.50588	-0.36059	-0.63659	-0.46166	0	Atkins
NC_016991	24776	0	33	1	0	0.0	9	0.0076	0.00807	-0.55385	-0.38719	-0.622	-0.38338	0	Atkins
